CASRN,Set,Mol Formula,Chem Name,logKow_exp,logKow_pred,Residual,Reference
57381-26-7,T,C9H7CL2N5,"2',5'-Dichlorobenzoguanamine",1.97,1.83,-0.14,"Hansch,C & Leo,A (1985)"
57381-35-8,T,C9H7CL1F1N5,5'-CL-2'-fluorobenzoguanamine,1.81,1.38,-0.43,"Hansch,C & Leo,A (1985)"
57381-38-1,T,C9H7Br1CL1N5,2'-Br-5'-chlorobenzoguanamine,1.85,2.07,0.22,"Hansch,C & Leo,A (1985)"
57381-40-5,T,C9H7Br1F1N5,2'-Br-5'-fluorobenzoguanamine,1.45,1.63,0.18,"Hansch,C & Leo,A (1985)"
57381-42-7,T,C9H7Br2N5,"2',5'-Dibromobenzoguanamine",2.09,2.32,0.23,"Hansch,C & Leo,A (1985)"
57381-45-0,T,C9H7Br1CL1N5,2'-CL-5'-bromobenzoguanamine,2.04,2.07,0.03,"Hansch,C & Leo,A (1985)"
57381-46-1,T,C9H7CL2N5,"2',4'-Dichlorobenzoguanamine",2.07,1.83,-0.24,"Hansch,C & Leo,A (1985)"
57381-50-7,T,C9H7Br1CL1N5,2'-Br-4'-chlorobenzoguanamine,2.09,2.07,-0.02,"Hansch,C & Leo,A (1985)"
57381-54-1,T,C9H7CL2N5,"2',6'-Dichlorobenzoguanamine",1.38,1.83,0.45,"Hansch,C & Leo,A (1985)"
57381-57-4,T,C9H7CL1F1N5,2'-CL-5'-fluorobenzoguanamine,1.38,1.38,0.0,"Hansch,C & Leo,A (1985)"
57381-60-9,T,C9H7Br1F1N5,5'-Br-2'-fluorobenzoguanamine,1.94,1.63,-0.31,"Hansch,C & Leo,A (1985)"
57421-72-4,T,C4H11N3O1,4-Propylsemicarbazide,-1.1,-1.19,-0.09,"Hansch,C & Leo,A (1985)"
57421-73-5,T,C4H9N3O1,4-Allylsemicarbazide,-1.55,-1.33,0.22,"Hansch,C & Leo,A (1985)"
57440-16-1,N,C12H15N1O3,"Acetamide,N-[2-(benzoyloxy)Et]-N-Me-",1.24,1.0,-0.24,"Nielsen,NM & Bundgaard,H (1988)"
57453-98-2, ,C10H12O3,"Benzoic acid, 2-methoxyethyl ester",1.78,1.55,-0.23,"Hansch,C et al. (1995)"
57524-89-7, ,C26H38O6,Hydrocortisone-17-valerate,3.79,3.83,0.04,"Hansch,C et al. (1995)"
57531-37-0,N,C3H2CL1N3O2,"1H-Imidazole, 2-chloro-4-nitro-",0.66,0.52,-0.14,"Suwinski,J et al. (1985)"
57541-72-7,T,C5H8CL2N2O1,"3,4-Dichloro-N-nitrosopiperidine",1.04,1.08,0.04,"Hansch,C et al. (1995)"
57541-73-8,T,C5H8Br2N2O1,"3,4-Dibromo-N-nitrosopiperidine",1.23,1.26,0.03,"Hansch,C et al. (1995)"
57553-97-6, ,C11H16O6S1,"OHEt-(3,4,5-triMeO)phenyl sulfone",0.18,-0.9,-1.08,"Hansch,C & Leo,A (1985)"
57553-99-8, ,C12H16O5S1,"Allyl-(3,4,5-MeO)phenyl sulfone",1.34,0.92,-0.42,"Hansch,C & Leo,A (1985)"
57554-04-8, ,C16H25N1O5S1,(N-Piperidinyl)Et-(345-MeO)Ph sulfone,1.6,1.13,-0.47,"Hansch,C & Leo,A (1985)"
57554-05-9, ,C15H23N1O6S1,(N-Morpholinyl)Et-(345-MeO)Ph sulfone,1.29,-0.62,-1.91,"Hansch,C & Leo,A (1985)"
57562-99-9, ,C12H20N2O3,"Barbituric acid,5(1MeBu)-5-Et-1-Me",2.45,2.22,-0.23,"Hansch,C & Leo,A (1985)"
57646-30-7, ,C17H19N1O4,Furalaxyl,2.61,2.7,0.09,"Hansch,C et al. (1995)"
57683-71-3,N,C8H9N1O4S1,"Benzenesulfonamide,2-(methoxycarbonyl)-",0.01,0.75,0.74,"Wei,L et al. (1999)"
57700-94-4,N,C13H17N1O2,"Piperidine, 1-(4-methoxybenzoyl)-",2.4,2.17,-0.23,"Suryanarayana,MVS et al. (1991)"
57721-93-4, ,C16H26O6,"1,2-Bis(2-(2-MeO-EtO)-EtO)benzene",0.76,0.54,-0.22,"Stolwijk,TB et al. (1989)"
57721-95-6, ,C20H34O8,"1,2-Bis(2-(2-MeO-EtO)-EtO-EtO)benzene",0.38,-0.01,-0.39,"Stolwijk,TB et al. (1989)"
57722-15-3, ,C6H4CL6,Hexachlorocyclohexene,4.31,4.67,0.36,"Hansch,C & Leo,A (1985)"
57722-16-4, ,C6H4CL6,Hexachlorocyclohexene,4.34,4.67,0.33,"Hansch,C & Leo,A (1985)"
57722-17-5, ,C6H4CL6,Hexachlorocyclohexene,4.35,4.67,0.32,"Hansch,C & Leo,A (1985)"
57773-19-0, ,C11H12N2O1,"Pyrido(12a)pyrimidine-4-one,3Et,6Me",1.79,1.73,-0.06,"Hansch,C & Leo,A (1985)"
57775-29-8,N,C18H22N2O2,Carazolol,3.59,2.66,-0.93,"Hansch,C et al. (1995)"
57801-81-7,N,C15H10Br1CL1N4S1,Brotizolam,2.79,4.02,1.23,"Hansch,C et al. (1995)"
57808-66-9, ,C22H24CL1N5O2,Domperidone,3.9,3.35,-0.55,"El Tayar,N et al. (1985)"
57837-19-1, ,C15H21N1O4,Metalaxyl,1.65,1.7,0.05,"Hansch,C et al. (1995)"
57913-60-7,N,C10H8O1S2,"5-Methyl-4-phenyl-1,2-dithiol-3-one",2.93,3.16,0.23,"Bona,M et al. (1995)"
57930-20-8,T,C4H11N3O1,4-i-Propylsemicarbazide,-1.3,-1.27,0.03,"Hansch,C & Leo,A (1985)"
57948-13-7,N,C7H10CL2N2Pt1,DiCL-4-Me-o-phenylenediamine Pt,-0.06,-0.44,-0.38,"Hansch,C et al. (1995)"
57998-68-2,N,C16H20N4O6,Diaziquone,-0.02,-0.59,-0.57,"Hansch,C et al. (1995)"
58171-47-4,N,C4H8F3N1,"Ethanamine, N-ethyl-2,2,2-trifluoro-",0.74,1.23,0.49,Pomona (1987)
58175-07-8,T,C10H10N2O2,"N,N-DiMe-quinoxaline-2,3-dione",0.08,-0.03,-0.11,"Hansch,C & Leo,A (1985)"
58182-63-1, ,C17H13CL1O3,Itanoxone,3.32,4.24,0.92,"Hansch,C et al. (1995)"
58202-83-8, ,C9H10N2O2,p-N-Acetylaminobenzamide,0.01,-0.16,-0.17,"Nakagawa,Y et al. (1992)"
58202-84-9,N,C9H8N2O1,"Acetamide, N-(3-cyanophenyl)-",1.2,1.2,0.0,Pomona (1987)
58247-23-7,T,C9H12N4O2,4-Methoxyphenylamidino urea,0.56,1.12,0.56,"Hansch,C et al. (1995)"
58247-24-8,T,C8H9CL1N4O1,4-Chlorophenylamidino urea,1.78,1.69,-0.09,"Hansch,C et al. (1995)"
58247-25-9,T,C10H11N5O2,4-Cyano-3-MeO-phenylamidino urea,1.28,1.22,-0.06,"Hansch,C et al. (1995)"
58283-42-4,N,C18H27N1,"Piperdine,1(3-Me-1-PhCyHx)-,cis-",5.86,5.31,-0.55,Sangster (1993)
58326-97-9,N,C7H16I1N1O1S1,"1,3-Oxathiolane-5-Me-aminium,NNN-Me I",-2.7,-3.31,-0.61,Sangster (1994)
58333-58-7,N,C24H28N6O7S2,5-Thia-1-azabicyclo[4.2.0]oct2-ene deriv,0.85,0.06,-0.79,Sangster (1993)
58414-52-1, ,C7H8O2S1,Methyl thiophen-3-acetate,1.46,1.9,0.44,"Hansch,C et al. (1995)"
58471-47-9,N,C7H8F1N3O3,"1-Pyrimidincarboxamid,N-Et-5F-34H-24oxo",0.35,0.46,0.11,BioByte (1995)
58479-86-0, ,C13H17Br1N2O1,N(p-BrPh)3-N'-piperidinoacetamide,3.57,2.96,-0.61,"Hansch,C et al. (1995)"
58479-87-1, ,C13H17I1N2O1,N-(p-IPh)3-N'-piperidinoacetamide,3.9,3.23,-0.67,"Hansch,C et al. (1995)"
58479-88-2, ,C13H17F1N2O1,N-(o-FPh)3-N'-piperidinoacetamide,2.16,1.7,-0.46,"Hansch,C et al. (1995)"
58479-89-3, ,C13H17Br1N2O1,N(o-BrPh)3-N'-piperidinoacetamide,2.94,2.39,-0.55,"Hansch,C et al. (1995)"
58479-90-6, ,C13H17F1N2O1,N-(m-FPh)3-N'-piperidinoacetamide,2.85,2.27,-0.58,"Hansch,C et al. (1995)"
58479-91-7, ,C13H17I1N2O1,N-(m-IPh)3-N'-piperidinoacetamide,3.92,3.23,-0.69,"Hansch,C et al. (1995)"
58479-93-9,N,C14H20N2O2,"1-Piperidineacetamide, N-(4-MeOPh)-",2.52,2.15,-0.37,Sangster (1993)
58479-94-0,N,C15H22N2O2,"1-Piperidineacetamide, N-(4-EtOPh)-",2.82,2.64,-0.18,Sangster (1993)
58480-99-2,T,C10H15N3O1,2-i-Butylisoniazid,1.02,1.13,0.11,"Hansch,C et al. (1995)"
58481-00-8,T,C8H11N3O2,2-Ethoxyisoniazid,0.48,0.21,-0.27,"Hansch,C et al. (1995)"
58481-01-9, ,C6H8N4O1,2-Aminoisoniazid,-0.98,-1.09,-0.11,"Hansch,C et al. (1995)"
58481-02-0,T,C8H10N4O2,2-Acetamidoisoniazid,-1.25,-1.15,0.1,"Hansch,C et al. (1995)"
58481-03-1, ,C9H12N4O2,2-Acetamidomethylisoniazid,-1.58,-1.79,-0.21,"Hansch,C et al. (1995)"
58481-04-2,T,C6H6CL1N3O1,2-Chloroisoniazid,0.11,-0.17,-0.28,"Hansch,C et al. (1995)"
58481-05-3,T,C6H6N4O3,2-Nitroisoniazid,-0.76,-1.0,-0.24,"Hansch,C et al. (1995)"
58481-06-4, ,C12H11N3O1,2-Phenylisoniazid,1.36,0.95,-0.41,"Hansch,C et al. (1995)"
58481-07-5, ,C13H13N3O1,2-Benzylisoniazid,1.01,1.44,0.43,"Hansch,C et al. (1995)"
58484-09-6, ,C9H16CL1N3O4,"1-NO-1-(2-CLEt)-3(2,6-OHCyHex)urea",0.16,1.0,0.84,"Hansch,C et al. (1995)"
58484-10-9,N,C17H24CL1N3O11,"Urea,galactopyranosyl deriv",1.04,1.03,-0.01,Pomona (1987)
58494-43-2,T,C9H16CL1N3O3,tr-1-NO-1-(2-CLEt)-3(2-OHCyHex)urea,1.34,1.43,0.09,"Hansch,C et al. (1995)"
58654-67-4,N,C9H18O1,"2-Octanone, 5-methyl-",2.92,2.64,-0.28,"Tanii,H & Hashimoto,K (1986)"
58667-63-3,N,C16H13CL1F1N1O3,Flamprop,2.9,3.04,0.14,Sangster (1994)
58708-45-5,N,C11H14Br1N1O2,"Benzamide,5-Br-2-OH-3-Me-N-(1-MeEt)-",4.19,3.85,-0.34,Sangster (1993)
58708-46-6,N,C11H12Br1N1O2,"Benzamide, 5-Br-N-CyPr-2-OH-3-Me-",3.8,3.73,-0.07,Sangster (1993)
58708-52-4,N,C10H12CL1N1O2,"Benzamide, 5-chloro-N-Et-2-OH-3-Me-",3.55,3.18,-0.37,Sangster (1993)
58714-54-8,T,C10H8Br1N1O2,m-Bromo-N-phenylsuccinimide,1.09,1.05,-0.04,"Hansch,C & Leo,A (1985)"
58734-57-9,N,C7H9N1O3S1,"Benzenesulfonamide, 3-methoxy-",0.53,0.45,-0.08,"Carotti,A et al. (1989)"
58742-04-4, ,C11H13N1,"Benzobicyclo(2,2,1)heptene,2-en-amino",2.0,2.08,0.08,"Hansch,C & Leo,A (1985)"
58742-05-5,N,C12H15N1,"14Methanonaphthalen2amine,1234H-N-Me-",2.32,2.55,0.23,Sangster (1993)
58802-15-6,N,C12H3CL5O1,"1,2,4,7,8-PENTACHLORODIBENZOFURAN",6.26,6.94,0.68,BioByte (1995)
58802-20-3,N,C12H4CL4O1,"Dibenzofuran, 1,2,7,8-tetrachloro-",6.23,6.29,0.06,"Sijm,DTHM et al. (1989)"
58810-48-3,N,C14H16CL1N1O3,Ofurace,1.39,1.39,0.0,"Tomlin,C (1997)"
58814-67-8,N,C14H10N2,"Isoquinoline, 3-(2-pyridinyl)-",3.05,2.72,-0.33,Sangster (1993)
58845-59-3,T,C14H20CL1N3O9,1NO1(2CLEt)3(triacetylxylosyl)urea,1.05,1.07,0.02,"Hansch,C & Leo,A (1985)"
58863-14-2,N,C10H1CL7,"1,2,3,4,5,6,7-Hepta-CL-naphthalene",8.2,7.68,-0.52,"Lei,YD et al. (2000)"
58889-08-0,N,C13H11N1O1,"Propanenitrile, 3-(1-naphthalenyloxy)-",2.8,2.76,-0.04,"Chamberlain,K et al. (1986)"
58907-81-6, ,C18H14N2O3,"1,4-Naphthoquinone,2-acetamido,3-anilino",1.73,2.56,0.83,"Hansch,C & Leo,A (1985)"
58910-96-6,N,C12H5CL4N1,"9H-Carbazole, 1,3,6,8-tetrachloro-",5.75,5.81,0.06,"Burkhard,LP & Kuehl,DW (1986)"
58942-03-3,N,C7H12N2O2,"2,4-Imidazolidinedione,5(2-MePr)-",0.35,0.67,0.32,Sangster (1994)
58944-11-9,N,C10H20I1N1,NNN-Me-N(1Me-3-CyPentene)ammon I,-1.9,-1.58,0.32,"Pratesi,P et al. (1986)"
59039-21-3,N,C12H7CL3O1,"2,4,4'-Trichlorodiphenyl ether",5.53,5.14,-0.39,"Kurz,J & Ballschmiter,K (1999)"
59040-30-1,N,C16H16N2O2,Nafazatrom,2.74,3.34,0.6,"Hansch,C et al. (1995)"
59082-52-9, ,C10H16N2,4-Pyridinepentaneamine,1.4,1.85,0.45,"Hansch,C et al. (1995)"
59082-57-4, ,C10H16N2,2-Pyridinepentaneamine,1.32,1.85,0.53,"Hansch,C et al. (1995)"
59094-49-4, ,C14H14O2S1,"1,4-Naphthoquinone,2-butylthio",3.29,3.58,0.29,"Hansch,C et al. (1995)"
59094-50-7,T,C14H15N1O2,"1,4-Naphthoquinone,2-butylamino-",3.11,2.95,-0.16,"Hansch,C et al. (1995)"
59170-23-9, ,C20H27N1O4,Bevantolol,3.0,2.68,-0.32,"Hansch,C et al. (1995)"
59177-47-8,N,C4H4Br1N3O2,"1H-Imidazole, 4-bromo-1-methyl-5-nitro-",0.77,1.31,0.54,"Suwinski,J et al. (1985)"
59277-86-0,N,C8H12N6O2,"Ethanol,2(26-diamino-9-purinyl)MeO-",-1.06,-1.43,-0.37,Pomona (1987)
59277-89-3,N,C8H11N5O3,"Purin-6-one,2-Am-19H-9-[2-HOEtO-Me]-",-1.56,-1.7,-0.24,"Kristl,A et al. (1993)"
59280-70-5, ,C8H7CL1F1N1O1,2-Fluoro-4-chloroacetanilide,1.91,1.38,-0.53,"Nakagawa,Y et al. (1992)"
59291-64-4,N,C12H4CL6,"Biphenyl, 2,2',3,4,4',6'-hexachloro-",7.25,7.62,0.37,BioByte (1995)
59291-65-5,N,C12H4CL6,"2,3',4,4',5,6-PCB",7.25,7.62,0.37,BioByte (1995)
59303-10-5,N,C5H5CL1N2,"Pyrazine, 2-chloro-5-methyl-",1.08,1.13,0.05,"Yamagami,C et al. (1991)"
59303-19-4,N,C8H10O2S1,"2-Thiophenecarboxylic acid,propyl ester",3.01,2.63,-0.38,"Yamagami,C & Masaki,Y (1995)"
59338-93-1,N,C16H21N5O2,"Benzotriazole-5-carboxamide,derivative",1.79,1.8,0.01,"Mannhold,R et al. (1990)"
59359-46-5,N,C12H18N2O1,"Butanamide, 2-amino-N-(2,6-diMePh)-",0.84,0.91,0.07,Sangster (1993)
59365-60-5,N,C8H9CL1O2,"1-Chloro-2-(1,2-ethanediol)benzene",1.17,1.08,-0.09,Chem Inspect Test Inst (1992)
59414-37-8, ,C11H18CL1N3O4,cis-1-NO-1(2-CLEt)3(Ac oxyCyHex)urea,1.98,2.43,0.45,"Hansch,C et al. (1995)"
59414-38-9, ,C11H18CL1N3O4,1-NO-1-(2-CLEt)-3(acetyloxyCyHex)urea,1.93,2.43,0.5,"Hansch,C et al. (1995)"
59445-83-9,T,C6H7N1O1S1,1-(Thiophen-2-yl)acetaldehyde oxime,1.81,2.24,0.43,"Hansch,C et al. (1995)"
59465-40-6,T,C9H8CL3N3,2-(245-TriCl Ph imino)imidazolidine,2.11,2.53,0.42,"Hansch,C & Leo,A (1985)"
59465-51-9,T,C9H8CL3N3,2-(246-TriCl Ph imino)imidazolidine,2.18,2.53,0.35,"Hansch,C & Leo,A (1985)"
59477-92-8, ,C8H11N3O1,"1-Phenyl-3,3-dimethyltriazine oxide",1.8,1.4,-0.4,"Hansch,C & Leo,A (1985)"
59481-28-6,T,C12H14N4O1,"2,4-Diamino-5(3-MeObenzyl)pyrimidine",1.54,1.3,-0.24,"Hansch,C & Leo,A (1985)"
59521-86-7, ,C18H16CL2N2O6S2,Cephalothin analog(7-DiClPh-S-AcAm,1.66,1.68,0.02,"Hansch,C & Leo,A (1985)"
59660-23-0,N,C9H16N6O2S1,"Guanidine, imidazole derivative",0.18,0.19,0.01,Pomona (1987)
59669-26-0,T,C10H18N4O4S3,Thiodicarb,1.7,1.91,0.21,"Hansch,C et al. (1995)"
59708-19-9,N,C10H14N4O1,1(4-Carbamoyl-Ph)-3-Me-3-Et-triazene,1.69,1.64,-0.05,"Hansch,C et al. (1995)"
59708-20-2,N,C10H14N4O2,1(4-Carbamoyl-Ph)-3-Me-3-HOEt-triazene,0.26,0.17,-0.09,"Hansch,C et al. (1995)"
59708-21-3,T,C12H18N4O1,4-(3-Me-3-Bu-1-triazeno)benzamide,2.46,2.62,0.16,Sangster (1994)
59708-22-4,N,C13H20N4O1,1(4-Carbamoyl-Ph)-3-Me-3-Pe-triazene,3.18,3.11,-0.07,"Hansch,C et al. (1995)"
59708-23-5,N,C11H16N4O1,1(4-Carbamoyl-Ph)-3-iPr-3-Me-triazene,2.02,2.06,0.04,"Hansch,C et al. (1995)"
59708-24-6, ,C15H16N4O1,p-(3-Benzyl-3Me-1-triazeno)benzamide,2.76,2.86,0.1,"Hansch,C & Leo,A (1985)"
59708-25-7,T,C12H18N4O1,4-(3-Me-3-t-Bu-1-triazeno)benzamide,2.61,2.51,-0.1,"Hansch,C & Leo,A (1985)"
59729-31-6,N,C22H27CL1N2O1,Lorcainide,4.85,4.68,-0.17,"Mannhold,R et al. (1990)"
59729-37-2,N,C13H13N3O3S1,"1H-Imidazole,1Me-2[[4(MeS)PhO]Me]5NO2",2.5,2.81,0.31,Sangster (1994)
59756-60-4,N,C19H14F3N1O1,Fluridone,3.16,4.48,1.32,BioByte (1995)
59772-33-7, ,C9H9F2N3,"2-(2,6-DiFl Ph imino)imidazolidine",0.93,1.0,0.07,"Hansch,C & Leo,A (1985)"
59772-37-1, ,C9H9CL1F1N3,2-(2-CL-6-F Ph imino)imidazolidine,1.45,1.44,-0.01,"Hansch,C & Leo,A (1985)"
59777-58-1,T,C10H13N1O4S1,Propyl 4-sulfamylbenzoate,1.75,1.74,-0.01,"Hansch,C et al. (1995)"
59777-59-2,T,C11H15N1O4S1,Butyl 4-sulfamylbenzoate,2.34,2.23,-0.11,"Hansch,C et al. (1995)"
59777-60-5,T,C12H17N1O4S1,Pentyl 4-sulfamylbenzoate,2.71,2.72,0.01,"Hansch,C et al. (1995)"
59777-62-7,T,C9H12N2O3S1,N-Ethyl 4-sulfamylbenzamide,0.03,0.07,0.04,"Hansch,C et al. (1995)"
59777-63-8,T,C11H16N2O3S1,N-Butyl 4-sulfamylbenzamide,1.05,1.05,0.0,"Hansch,C et al. (1995)"
59777-64-9, ,C12H18N2O3S1,N-Pentyl 4-sulfamylbenzamide,1.51,1.55,0.04,"Hansch,C et al. (1995)"
59777-65-0, ,C13H20N2O3S1,"4-Sulfamylbenzamide,N-hexyl",2.05,2.04,-0.01,"Hansch,C et al. (1995)"
59831-65-1,N,C21H22CL1F1N4O2,Halopemide,4.63,3.23,-1.4,"El Tayar,N et al. (1985)"
59857-86-2, ,C7H11N1O3,1-Methyl-4-methoxycarbonyl-2-pyrrolidone,-0.74,-0.64,0.1,"Sasaki,H et al. (1988)"
59863-59-1,T,C4H6CL2N2O1,"3,4-Dichloro-N-nitrosopyrrolidine",0.83,0.59,-0.24,"Hansch,C et al. (1995)"
59886-40-7,N,C22H34N6O4,"2,5-Cyclohexadiene-1,4-dione derivative",-0.77,-1.2,-0.43,Sangster (1993)
59886-46-3,T,C16H24N4O4,"25CyHxadien14dion,25azird-36HOEtMeAm",-0.37,-0.37,0.0,Pomona (1987)
59886-55-4,N,C16H24N4O6,"25CyHxadien14dion,25azird-36(23OHPr)Am",-1.97,-2.89,-0.92,Pomona (1987)
59887-89-7,N,C9H6O3,"4H-1-Benzopyran-4-one, 7-hydroxy-",1.44,1.26,-0.18,"Hansch,C et al. (1995)"
59897-94-8, ,C9H12CL2O2,tr-CyPr-CO2Me-22-DiMe-3(2DiClethenyl),3.63,3.66,0.03,"Hansch,C et al. (1995)"
59906-37-5, ,C7H9N1O1S1,"N,N-DiMe thiophene-3-carboxamide",0.55,0.55,0.0,"Hansch,C & Leo,A (1985)"
59906-38-6,N,C6H7N1O1S1,"3-Thiophencarboxamide,N-methyl-",0.81,1.02,0.19,"Yamagami,C & Masaki,Y (1995)"
59907-22-1, ,C9H10N2O3,2-Methyl-6-nitroacetanilide,0.61,1.06,0.45,"Nakagawa,Y et al. (1992)"
59917-58-7, ,C10H14N2O1,N-(Dimethylaminomethyl)benzamide,0.63,0.41,-0.22,"Hansch,C & Leo,A (1985)"
59937-28-9,N,C12H16O4S2,Malotilate,3.75,2.57,-1.18,Sangster (1994)
60003-46-5,N,C14H20O3,"Benzeneacetic acid, 4-(hexyloxy)-",3.96,3.96,0.0,Sangster (1994)
60010-81-3, ,C6H9N5O2,"1,2,4-Triazole,3,5-diacetamido-",-1.02,-1.43,-0.41,"Hansch,C & Leo,A (1985)"
60035-83-8,T,C11H16N2O4,N-(TriOHMeMethane)-N'-Phenyl urea,0.43,0.25,-0.18,"Hansch,C & Leo,A (1985)"
60047-17-8,N,C10H18O2,Linalool oxide,2.43,1.99,-0.44,"Griffin,S et al. (1999)"
60050-38-6, ,C11H8F3N1O2,m-CF3-N-phenylsuccinimide,1.26,1.12,-0.14,"Hansch,C & Leo,A (1985)"
60067-82-5, ,C9H15CL3O3,"1,2,3-TriMeO trichlorocyclohexane",1.87,1.7,-0.17,"Hansch,C & Leo,A (1985)"
60067-85-8, ,C8H12CL4O1S1,2-MeO 3-MeS tetrachlorocyclohexane,3.3,3.07,-0.23,"Hansch,C & Leo,A (1985)"
60067-92-7,N,C6H8CL4,"Cyclohexane, 1,2,4,5-tetrachloro-",2.82,3.9,1.08,BioByte (1995)
60084-10-8,N,C9H12N2O5S1,"4-Thiazolcarboxamid,2(b-D-ribofuranosyl)",-1.73,-1.69,0.04,Sangster (1994)
60123-64-0,N,C12H5CL5O1,"2,2',4,4',5-PENTACHLOR-DIPHENYLETHER",6.38,6.43,0.05,"Kurz,J & Ballschmiter,K (1999)"
60123-65-1,N,C12H5CL5O1,"2,3',4,4',5-PENTACHLORODIPHENYL ETHER",6.6,6.43,-0.17,"Kurz,J & Ballschmiter,K (1999)"
60132-40-3, ,C8H12CL4O2,"1,2-DiMeO tetrachlorocyclohexane",2.55,2.22,-0.33,"Hansch,C & Leo,A (1985)"
60132-42-5, ,C7H9CL5S1,1-Methiopentachlorocyclohexane,3.75,4.09,0.34,"Hansch,C & Leo,A (1985)"
60141-98-2,T,C8H14N4O2,Diazoacetylglycine-N'-iBu amide,0.37,0.67,0.3,"Hansch,C & Leo,A (1985)"
60141-99-3,T,C10H18N4O2,N-Diazoacetylglycine-N'-hexylamide,1.51,2.02,0.51,"Hansch,C & Leo,A (1985)"
60142-00-9,T,C8H12N4O3,N-(Diazoacetylaminoacetyl)morpholine,-0.47,-0.61,-0.14,BioByte (1995)
60142-49-6,N,C7H7N3O2,"Diazenecarboxamide, phenyl-, 2-oxide",0.58,0.45,-0.13,Pomona (1987)
60142-50-9, ,C7H4N4O3,p-Nitrophenyl azoxycyanide,1.51,1.54,0.03,"Calvino,R et al. (1991)"
60142-96-3,N,C9H17N1O2,"Cyclohexaneacetic acid, 1-(aminomethyl)-",-1.1,-1.37,-0.27,Sangster (1994)
60145-76-8, ,C14H18CL1N1O3,Et-N-CL-acetyl-N-(2EtPh)glycinate,2.57,2.58,0.01,"Hansch,C & Leo,A (1985)"
60145-77-9,N,C18H18CL1N1O3,"Glycine,N(CLAc)N(11'biphenyl)2yl,Et este",3.37,3.3,-0.07,Sangster (1993)
60145-78-0, ,C13H16CL1N1O4,Et-N-chloroacetyl-N-(2MeOPh)glycinate,1.78,1.62,-0.16,"Hansch,C & Leo,A (1985)"
60145-79-1,N,C15H20CL1N1O4,"Glycine,N(CLAc)-N[2(1MeEtO)Ph],Et ester",2.75,2.53,-0.22,Sangster (1994)
60165-07-3,T,C4H10N2O2,3-Isopropylhydroxyurea,0.2,-0.3,-0.5,"Hansch,C et al. (1995)"
60166-93-0,N,C17H22I3N3O8,Iopamidol,-2.42,-1.38,1.04,BioByte (1995)
60168-88-9,N,C17H12CL2N2O1,Fenarimol,3.6,3.62,0.02,"Hansch,C et al. (1995)"
60174-20-1, ,C8H13N3O4,1-(2-OH-3-MeOPr)-2-Me-5-NO2imidazole,0.04,-0.35,-0.39,"Hansch,C & Leo,A (1985)"
60207-31-0,N,C12H11CL2N3O2,Azaconazol,2.32,2.73,0.41,"Hansch,C et al. (1995)"
60207-90-1,N,C15H17CL2N3O2,Propiconazole,3.72,4.13,0.41,"Tomlin,C (1997)"
60207-93-4,N,C14H15CL2N3O2,Etaconazole,3.1,4.13,1.03,"Hansch,C et al. (1995)"
60211-57-6,N,C7H6CL2O1,"Benzenemethanol, 3,5-dichloro-",2.9,2.36,-0.54,"Miyake,F et al. (1987)"
60221-92-3,T,C9H12CL1N5,N1-p-Chlorophenyl-N5-methylbiguanide,1.58,1.61,0.03,"Hansch,C & Leo,A (1985)"
60221-93-4,T,C10H14CL1N5,N1-p-Chlorophenyl-N5-ethylbiguanide,2.14,2.11,-0.03,"Hansch,C & Leo,A (1985)"
60331-52-4, ,C18H24I2O12,"4,6-Diidoresorcyl-1,3-diglucoside",-0.25,-1.06,-0.81,"Hansch,C & Leo,A (1985)"
60400-92-2,N,C17H18O5,Proxicromil,5.0,5.47,0.47,"Avdeef,A (1997)"
60404-04-8,N,C16H16O5,3-Furancarboxylate derivative,2.96,3.12,0.16,Sangster (1993)
60406-79-3, ,C18H24I2O12,"2,4-Diidoresorcyl-1,3-diglucoside",-1.31,-1.06,0.25,"Hansch,C & Leo,A (1985)"
60423-87-2, ,C8H9CL5O2,1-Acetoxypentachlorocyclohexane,3.4,3.55,0.15,"Hansch,C & Leo,A (1985)"
60577-35-7,N,C7H14N1O2,"3-Oxazolidinyloxy, 2,2,5,5-tetramethyl-",0.48,1.1,0.62,Sangster (1994)
60628-92-4, ,C7H11N3O3,1-Me-2-NO2-5-(1-OH-1-MeEt)imidazole,0.43,0.38,-0.05,"Hansch,C & Leo,A (1985)"
60628-96-8,N,C22H18N2,Bifonazole,4.77,5.71,0.94,BioByte (1995)
60643-86-9,N,C6H11N1O2,Vigabatrin,-2.16,-2.83,-0.67,"Henczi,M et al. (1995)"
60693-35-8,T,C10H8F1N1O2,m-Fluoro-N-phenylsuccinimide,0.38,0.36,-0.02,"Hansch,C & Leo,A (1985)"
60693-37-0,T,C10H8F1N1O2,p-Fluoro-N-phenylsuccinimide,0.29,0.36,0.07,"Hansch,C & Leo,A (1985)"
60708-27-2,N,C8H11N1O2,"2-Furancarboxamide, N-propyl-",1.1,1.31,0.21,Sangster (1994)
60736-83-6, ,C15H13CL1O3,"Phenylacetic acid,3-CL-4-PhMeO",3.43,3.86,0.43,"Hansch,C & Leo,A (1985)"
60753-14-2, ,C9H13N1O1,3-Pyridinebutanol,0.92,1.36,0.44,"Hansch,C et al. (1995)"
60784-43-2, ,C10H18CL2N6O4,"1,1'-Tetramethylene-bis-CNU",0.9,2.03,1.13,"Hansch,C & Leo,A (1985)"
