CAS,Name,Mol Wt,Boiling Pt (deg C),Reference
1457-85-8,"OXANILIC ACID,ETHYL ESTER",193.2041,280,
1459-00-3,"BENZENE, (2-BROMO-1-METHYLETHYL)-",199.092,188.5,
1459-09-2,N-HEXADECYLBENZENE,302.5482,385,
1459-10-5,1-PHENYLTETRADECANE,274.494,359,
1459-93-4,DIMETHYL ISOPHTHALATE,194.1888,282,
1460-16-8,CYCLOHEPTANECARBOXYLATE,142.1996,259,
1462-03-9,1-Hydroxy-1-methylcyclopentane,100.1619,136,
1462-84-6,"Pyridine, 2,3,6-trimethyl-",121.1836,171.6,
1463-17-8,"2,8-Dimethylquinoline",157.217,255.3,
1464-53-5,DIEPOXYBUTANE,86.0912,144,
1467-79-4,DIMETHYL CYANAMIDE,70.0947,163.5,
1468-39-9,"Butanoic acid, 3-methyl-, anhydride",186.2532,215,
1468-83-3,3-ACETYLTHIOPHENE,126.1781,210,
1470-94-6,5-INDANOL,134.1795,253,
1471-03-0,ALLYL PROPYL ETHER,100.1619,91,
1472-87-3,DIMETHYL TRIDECANEDIOATE,272.388,331.9,
1476-11-5,"1,4-DICHLORO-2-BUTENE(CIS)",124.9984,152.5,
1476-23-9,"1-Propene, 3-isocyanato-",83.0905,87-89,ALDRICH (2000)
1477-55-0,"1,3-Benzenedimethanamine",136.1982,247,
1482-15-1,"1-PENTYN-3-OL, 3,4-DIMETHYL-",112.1731,134,
1484-84-0,2-Piperidineethanol,129.2037,202,
1487-18-9,2-VINYLFURAN,94.1141,99.5,
1489-57-2,"1,3-Cyclohexadiene, 2-methyl-",94.1578,107.5,
1493-01-2,Diiodofluoromethane,285.8263,100.3,
1493-02-3,FORMYL FLUORIDE,48.0169,-26.5,
1493-03-4,Difluoroiodomethane,177.9203,21.6,
1493-13-6,Trifluoromethanesulfonic acid,150.0765,166,
1498-40-4,"Phosphonous dichloride, ethyl-",130.942,112,ALDRICH (2000)
1502-22-3,"CYCLOHEXANONE, 2-(1-CYCLOHEXEN-1-YL)-",178.2767,265,
1511-62-2,Bromodifluoromethane,130.9199,-15.5,
1513-65-1,"2,6-DIFLUOROPYRIDINE",115.0832,125,
1515-80-6,"2,4-HEXADIENOIC ACID, METHYL ESTER",126.1566,180,
1515-95-3,"BENZENE, 1-ETHYL-4-METHOXY-",136.1954,198,
1516-80-9,"Silane, ethoxytriphenyl-",304.4678,344,
1522-22-1,"2,4-Pentanedione, 1,1,1,5,5,5-hexafluoro-",208.0609,70,
1522-46-9,"Butanoic acid, 2-acetyl-3-methyl-, ethyl ester",172.2261,201,
1528-30-9,"Cyclopentane, methylene-",82.1466,75.5,
1529-17-5,"SILANE, TRIMETHYLPHENOXY-",166.2973,119,
1530-03-6,"1,1-DIPHENYLPROPANE",196.2948,281.6,
1530-05-8,"1,1,-DIPHENYLHEPTANE",252.4031,333.5,
1532-97-4,4-Bromoisoquinoline,208.0589,282.5,
1538-75-6,Trimethylacetic anhydride,186.2532,193,
1540-28-9,"Pentanoic acid, 2-acetyl-, ethyl ester",172.2261,224,
1540-29-0,"HEXANOIC ACID, 2-ACETYL-, ETHYL ESTER",186.2532,221.5,
1540-34-7,"2,4-PENTANEDIONE, 3-ETHYL-",128.1725,178.5,
1544-53-2,"2,2,2-Trifluoroethanethiol",116.1054,34.5,
1544-68-9,"Benzene, 1-fluoro-4-isothiocyanato-",153.179,228,"LIDE,DR ET AL. (1994)"
1546-95-8,"Heptanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7-dodecafl",346.0736,192,ALDRICH (2000)
1550-09-0,1-Chloro-6-fluorohexane,138.6139,168,
1551-06-0,"1H-PYRROLE, 2-ETHYL-",95.1453,164,
1551-21-9,3-METHYL-2-THIABUTANE,90.1883,84.8,
1551-27-5,"THIOPHENE, 2-PROPYL-",126.2218,158,
1551-32-2,"THIOPHENE, 2-ETHYLTETRAHYDRO-",116.2265,157,
1551-44-6,"Butanoic acid, cyclohexyl ester",170.2538,213,
1552-12-1,"1,5-CYCLOOCTADIENE, (Z,Z)-",108.1848,151,
1552-67-6,"2-HEXENOIC ACID, ETHYL ESTER",142.1996,174.5,
1556-18-9,"Cyclopentane, iodo-",196.0319,166.5,
1558-17-4,"4,6-DIMETHYLPYRIMIDINE",108.1441,159,
1558-24-3,"Silane, trichloro(dichloromethyl)-",218.3701,145,
1558-25-4,"Silane, trichloro(chloromethyl)-",183.9251,118,
1558-31-2,"Silane, dichloro(dichloromethyl)methyl-",197.9522,149,
1558-33-4,"Silane, dichloro(chloromethyl)methyl-",163.5072,121.5,
1559-02-0,"Cyclopropane-1,1-dicarboxylic acid diethyl ester",186.2095,216,
1559-35-9,"Ethanol, 2-((2-ethylhexyl)oxy)-",174.2856,229,ALDRICH (2000)
1559-81-5,"NAPHTHALENE, 1,2,3,4-TETRAHYDRO-1-METHYL-",146.2342,220.6,
1560-06-1,"BENZENE, 2-BUTENYL-",132.2071,176,
1560-89-0,"HEPTADECANE, 2-METHYL-",254.5036,311,
1561-10-0,"Hexanoic acid, 4-methyl-, ethyl ester",158.2426,180,
1563-83-3,N-Acetyl-N-ethyl-acetamide,129.1601,197,
1569-01-3,1-PROPOXY-2-PROPANOL,118.1773,150,
1569-02-4,1-ETHOXY-2-PROPANOL,104.1502,131,
1569-59-1,"4-PENTEN-2-OL, 3-METHYL-",100.1619,125.5,
1569-60-4,"5-Hepten-2-ol, 6-methyl-",128.2161,175,
1569-69-3,CYCLOHEXANETHIOL,116.2265,158.9,
1570-45-2,"ISONICOTINIC ACID, ETHYL ESTER",151.1664,219.5,
1570-64-5,2-METHYL-4-CHLOROPHENOL,142.5862,223,
1573-28-0,"3-HEPTANOL, 3,6-DIMETHYL-",144.2592,173,
1574-33-0,"3-Penten-1-yne, 3-methyl-",80.1307,66.5,
1574-40-9,"3-PENTEN-1-YNE, (Z)-",66.1036,44.6,
1574-41-0,"1,3-PENTADIENE (Z)",68.1195,44.1,
1576-95-0,"2-Penten-1-ol, (Z)-",86.1349,138,
1576-96-1,"2-PENTEN-1-OL, (E)-",86.1349,138,
1577-22-6,5-Hexenoic acid,114.1454,203,
1579-40-4,"Benzene, 1,1'-oxybis 4-methyl-",198.2671,285,
1585-06-4,1-Ethoxy-4-ethylbenzene,150.2225,210,
1585-07-5,1-BROMO-4-ETHYLBENZENE,185.0649,204,
1587-04-8,"BENZENE, 1-METHYL-2-(2-PROPENYL)-",132.2071,182.5,
1587-20-8,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, tri",234.2077,285,
1587-41-3,Dichlorodintromethane,174.9282,121.5,
1589-47-5,"1-PROPANOL, 2-METHOXY-",90.1231,130,
1591-31-7,"1,1'-Biphenyl, 4-iodo-",280.1099,320,
1599-41-3,"PROPANE, 1,2,2-TRICHLORO-1,1,3,3,3-PENTAFLUORO-",237.3845,72.0,
1599-67-3,1-Docosene,308.596,367,
1600-37-9,"1-Propene, 1,1,2,3,3-pentachloro-",214.3064,185,
1600-44-8,Tetramethylene sulfoxide,104.1718,235-237,ALDRICH (2000)
1603-40-3,"2-Pyridinamine, 3-methyl-",108.1441,222,
1603-41-4,2-AMINO-5-METHYLPYRIDINE,108.1441,227,
1603-79-8,"Benzeneacetic acid, .alpha.-oxo-, ethyl ester",178.1894,256.5,
1604-11-1,"Butanedioic acid, methyl-, dimethyl ester",160.1713,196,
1610-24-8,"METHANE, TRICYCLOHEXYL-",262.4828,325.5,
1610-29-3,"2-PENTEN-1-OL, 2-METHYL-",100.1619,167.5,
1613-34-9,"QUINOLINE, 2-ETHYL-",157.217,245.5,
1613-45-2,"PROPANE, 1-(ETHYLTHIO)-2-METHYL-",118.2425,134.2,
1613-51-0,TETRAHYDRO-2H-THIOPYRAN,102.1995,141.8,
1615-70-9,"2,4-Pentadienenitrile",79.1023,136.5,
1615-75-4,"ETHANE, 1-CHLORO-1-FLUORO-",82.5056,16.2,
1615-80-1,"N,N'-DIETHYLHYDRAZINE",88.1536,85.5,
1617-17-0,"PROPANENITRILE, 2-CHLORO-",89.525,121,
1617-18-1,"3-BUTENOIC ACID, ETHYL ESTER",114.1454,119,
1618-26-4,"Methane, bis(methylthio)-",108.2252,148,
1619-56-3,2-Cyano-2-ethyl-butyric acid ethyl ester,169.2254,214.5,
1619-57-4,"BUTANOIC ACID, 2,2-DIETHYL-3-OXO-, ETHYL ESTER",186.2532,216,
1619-62-1,"PROPANEDIOIC ACID, DIMETHYL-, DIETHYL ESTER",188.2255,197,
1622-32-8,"Ethanesulfonyl chloride, 2-chloro-",163.023,201.5,
1623-14-9,Monoethyl phosphate,126.0495,dec.,"LIDE,DR ET AL. (1994)"
1628-89-3,2-METHOXYPYRIDINE,109.1288,142,
1629-58-9,1-Penten-3-one,84.1189,103,
1630-94-0,"CYCLOPROPANE, 1,1-DIMETHYL-",70.1355,20.6,
1631-84-1,Dichloro-phenyl silane,177.1067,181,
1632-16-2,2-ETHYL-1-HEXENE,112.2167,120,
1632-76-4,"PYRIDAZINE, 3-METHYL-",94.117,214,
1634-04-4,METHYL T-BUTYL ETHER,88.1508,55.2,
1634-09-9,"NAPHTHALENE, 1-BUTYL-",184.2836,289.3,
1635-02-5,"1,2-Dimethyl-2-ethylvinyl methyl ketone",126.2002,158,
1637-31-6,"1,2,3,4-TETRACHLOROBUTA-1,3-DIENE",191.8725,188,
1638-22-8,P-BUTYLPHENOL,150.2225,248,
1638-26-2,"1,1-DIMETHYLCYCLOPENTANE",98.1896,87.5,
1639-09-4,1-HEPTANETHIOL,132.2696,177,
1640-89-7,ETHYLCYCLOPENTANE,98.1896,103.5,
1646-75-9,Aldicarb oxime,133.2135,210,ChemFinder (2005)
1647-16-1,"1,9-Decadiene",138.255,167,
1647-26-3,2-Bromoethylcyclohexane,191.1128,212,
1649-08-7,"1,2-DICHLORO-1,1-DIFLUOROETHANE",134.941,46.8,
1653-19-6,"2,3-DICHLOROBUTA-1,3-DIENE",122.9825,98,
1653-34-5,2-Pentadecyl alcohol,228.4217,299,
1653-40-3,"1-HEPTANOL, 6-METHYL-",130.2321,188,
1655-70-5,"BENZENE, 1,1'-OXYBIS[2-METHOXY-",230.2659,330.5,
1656-48-0,"Propanenitrile, 3,3'-oxybis-",124.1435,305.85,"DAUBERT,TE & DANNER,RP (1991)"
1667-01-2,"Ethanone, 1-(2,4,6-trimethylphenyl)-",162.2336,241,
1667-04-5,"BENZENE, 2-CHLORO-1,3,5-TRIMETHYL-",154.641,205,
1671-75-6,"1-Heptanone, 1-phenyl-",190.2878,283.3,
1674-10-8,"CYCLOHEXENE, 1,2-DIMETHYL-",110.2008,138,
1674-33-5,"PENTANE, 1,2-DICHLORO-",141.0415,148.3,
1674-37-9,"1-Octanone, 1-phenyl-",204.3149,285,
1678-81-5,"CYCLOHEXANE, 1,2,3-TRIMETHYL-, (1.ALPHA.,2.BETA.",126.2438,144,
1678-82-6,"Cyclohexane, 1-methyl-4-(1-methylethyl)-, trans-",140.2709,170.6,
1678-91-7,ETHYLCYCLOHEXANE,112.2167,131.9,
1678-92-8,N-PROPYLCYCLOHEXANE,126.2438,156.7,
1678-93-9,BUTYLCYCLOHEXANE,140.2709,180.9,
1678-97-3,"CYCLOHEXANE, 1,2,3-TRIMETHYL-",126.2438,142,
1678-98-4,ISOBUTYLCYCLOHEXANE,140.2709,171.3,
1679-06-7,2-HEXANETHIOL,118.2425,142,
1679-07-8,CYCLOPENTANETHIOL,102.1995,132.1,
1679-09-0,2-METHYL-2-BUTANETHIOL,104.2154,99.1,
1680-51-9,"NAPHTHALENE, 1,2,3,4-TETRAHYDRO-6-METHYL-",146.2342,229,
1686-14-2,alpha-Pinene Oxide,152.2384,185,Ullmann On-Line
1691-17-4,Di(difluoromethyl) ether,118.0312,6.35,Daubert & Danner
1695-04-1,O-PHENOXYANISOLE,200.2394,288,
1703-52-2,1-Ethyl-5-methylfuran,110.1572,118.5,
1706-11-2,"1,4-Dimethyl-2-methyoxybenzene",136.1954,194,
1708-29-8,"2,5-DIHYDROFURAN",70.0918,66.5,
1708-32-3,"THIOPHENE, 2,5-DIHYDRO-",86.1564,122.4,
1711-06-4,"Benzoyl chloride, 3-methyl-",154.5974,219.5,
1711-07-5,"Benzoyl chloride, 3-fluoro-",158.5607,189,
1712-64-7,ISOPROPYL NITRATE,105.0941,100,
1717-00-6,"1,1-DICHLOROFLUOROETHANE",116.9506,32,
1719-53-5,DICHLORODIETHYLSILANE,157.1163,129 dec,
1719-57-9,"SILANE, CHLORO(CHLOROMETHYL)DIMETHYL-",143.0892,115.5,
1719-58-0,"Silane, chloroethenyldimethyl-",120.6553,83.5,
1721-89-7,"QUINOLINE, 2,3-DIMETHYL-",157.217,263,
1721-93-3,"ISOQUINOLINE, 1-METHYL-",143.1899,248,
1723-94-0,"Morpholine, 4,4'-(1,2-ethanediyl)bis-",200.2831,285,
1729-67-5,"Propanoic acid, 2,3-dibromo-, methyl ester",245.8992,206,
1730-69-4,DI-n-BUTYLCHLOROBORANE,160.4967,173,
1731-84-6,METHYL NONANOATE,172.2697,213.5,
1732-09-8,"Octanedioic acid, dimethyl ester",202.2526,268,
1738-25-6,"Propanenitrile, 3-(dimethylamino)-",98.1489,173,
1738-36-9,"Acetonitrile, methoxy-",71.0794,119,
1739-84-0,"1H-Imidazole, 1,2-dimethyl-",96.1329,206,
1740-97-2,2-Methyl-4-isopropylphenol,150.2225,230,
1741-83-9,METHYL PENTYL SULFIDE,118.2425,145.1,
1745-81-9,"Phenol, 2-(2-propenyl)-",134.1795,220,
1746-11-8,"BENZOFURAN, 2,3-DIHYDRO-2-METHYL-",134.1795,197.5,
1746-13-0,ALLYLPHENYL ETHER,134.1795,191.7,
1746-77-6,ISOPROPYL CARBAMATE,103.1218,183,
1755-05-1,"PENTALENE, OCTAHYDRO-, CIS-",110.2008,139,
1758-33-4,"OXIRANE, 2,3-DIMETHYL-, CIS-",72.1078,60,
1758-88-9,"2-ETHYL-1,4-DIMETHYLBENZENE",134.2231,186.9,
1759-53-1,CYCLOPROPANECARBOXYLIC ACID,86.0912,183,
1759-58-6,"1,3-DIMETHYLCYCLOPENTANE (TRANS)",98.1896,91.7,
1759-81-5,"CYCLOPENTENE, 4-METHYL-",82.1466,65.7,
1761-71-3,"Cyclohexanamine, 4,4'-methylenebis-",210.3656,320,
1765-40-8,"BENZENE, (BROMOMETHYL)PENTAFLUORO-",260.99,174.5,
1780-31-0,"Pyrimidine, 2,4-dichloro-5-methyl-",163.007,235,
1783-25-1,"Formamidine, N,N-dimethyl-N'-phenyl-",148.2094,127,"LIDE,DR ET AL. (1994)"
1792-41-2,"1H-BENZIMIDAZOLE, 2,5-DIMETHYL-",146.1935,350,
1794-84-9,"Methane, chloronitro-",95.4856,122.5,
1795-01-3,"THIOPHENE, 3-ETHYL-",112.1947,136,
1795-04-6,"THIOPHENE, 2,3,4-TRIMETHYL-",126.2218,162,
1795-05-7,"2,3,5-Trimethylthiophene",126.2218,164.5,
1795-09-1,"THIOPHENE, TETRAHYDRO-2-METHYL-",102.1995,134,
1795-15-9,1-CYCLOHEXYLOCTANE,196.3793,264,
1795-16-0,N-DECYLCYCLOHEXANE,224.4334,299,
1795-17-1,DODECYLCYCLOHEXANE,252.4876,331,
1795-18-2,N-TETRADECYLCYCLOHEXANE,280.5418,360,
1795-21-7,"CYCLOPENTANE, DECYL-",210.4064,279,
1795-26-2,"CYCLOHEXANE, 1,3,5-TRIMETHYL-, (1.ALPHA.,3.ALPHA",126.2438,140.5,
1795-27-3,"CYCLOHEXANE, 1,3,5-TRIMETHYL-, (1.ALPHA.,3.ALPHA",126.2438,138.5,
1795-48-8,"Propane, 2-isocyanato-",85.1065,74.5,
1803-36-7,DIMETHYLCHLOROBORANE,76.3341,4.9,
1805-32-9,"3,4-DICHLOROBENZYL ALCOHOL",177.0313,149.5,
1806-29-7,"2,2'-BIPHENOL",186.2123,320,
1809-10-5,"Pentane, 3-bromo-",151.0474,118.6,
1812-51-7,"1,1'-BIPHENYL, 2-ETHYL-",182.2677,266,
1814-88-6,"1,1,1,2,2-PENTAFLUOROPROPANE",134.0494,-17.4,
1818-07-1,"Benzene, (octyloxy)-",206.3308,285,
1821-02-9,2-Oxo-pentanoic acid,116.1177,179,
1821-12-1,4-PHENYLBUTYRIC ACID,164.2059,290,
1821-36-9,"Benzenamine, N-cyclohexyl-",175.276,279,
1821-39-2,2-Propylaniline,135.2107,226,
1823-91-2,"Benzeneacetonitrile, .alpha.-methyl-",131.1788,231,
1824-81-3,"2-Pyridinamine, 6-methyl-",108.1441,208.5,
1825-31-6,"1,4-DICHLORONAPHTHALENE",197.0653,288,
1825-62-3,ETHOXYTRIMETHYLSILANE,118.2527,76,
1833-51-8,"Silane, (chloromethyl)dimethylphenyl-",184.743,225,
1838-59-1,"Formic acid, 2-propenyl ester",86.0912,83.6,
1850-14-2,Tetramethoxymethane,136.149,114,
1860-27-1,"BUTANE, 1-(1-METHYLETHOXY)-",116.205,109,
1861-32-1,DIMETHYL TETRACHLOROTEREPHTHALATE,331.9689,365,
1861-40-1,BENEFIN,335.2854,370,
1864-92-2,"Benzenamine, 3-ethoxy-N,N-diethyl-",193.2913,286,
1868-53-7,"METHANE, DIBROMOFLUORO-",191.8255,64.9,
1871-52-9,"1,3,5-CYCLOOCTATRIENE",106.1689,145.5,
1871-57-4,2-(CHLOROMETHYL)-3-CHLORO-1-PROPENE,124.9984,138,
1871-58-5,"1,2,3-Trichloro-2-methyl-propane",161.4594,162.5,
1873-25-2,"2-BUTANOL, 1-CHLORO-",108.5687,141,
1873-29-6,"PROPANE, 1-ISOCYANATO-2-METHYL-",99.1336,106,
1873-54-7,"QUINOLINE, 3-ETHYL-",157.217,266,
1873-92-3,"SILANE, DICHLOROMETHYL-2-PROPENYL-",155.1004,119.5,
1874-62-0,"1,2-Propanediol, 3-ethoxy-",120.1496,222,ALDRICH (2000)
1875-88-3,4-(2-HYDROXYETHYL)-CHLORBENZOL,156.6133,259,
1878-18-8,2-METHYL-1-BUTANETHIOL,104.2154,116.5,
1879-09-0,"2-(1,1-DIMETHYLETHYL)-4,6-DIMETHYLPHENOL",178.2767,249,
1885-14-9,Phenyl Chloroformate,156.5697,185,
1885-29-6,"Benzonitrile, 2-amino-",118.1393,263,
1885-38-7,3-PHENYL-2-PROPENENITRILE,129.1628,263.8,
1885-48-9,"Difluoromethyl 2,2,2-trifluoroethyl ether",150.0488,29.3,
1888-57-9,"3-HEXANONE, 2,5-DIMETHYL-",128.2161,147.5,
1888-71-7,PERCHLOROPROPYLENE,248.7515,209.5,
1896-62-4,4-Phenyl-but-3-en-2-one,146.1906,262,
1897-45-6,CHLOROTHALONIL,265.9146,350,
1899-24-7,"2-Furancarboxaldehyde, 5-bromo-",174.9825,201,
1907-13-7,"Stannane, acetoxytriethyl-",264.9215,224,"LIDE,DR ET AL. (1994)"
1916-07-0,"Benzoic acid, 3,4,5-trimethoxy-, methyl ester",226.2312,274-275,ALDRICH (2000)
1921-70-6,"Pentadecane, 2,6,10,14-tetramethyl-",268.5307,296,
1928-44-5,"2,4-D, OCTYL ESTER",333.2579,171,
1932-04-3,"Piperidine, 1,1'-(1,2-ethanediyl)bis-",196.3385,265,
1940-18-7,1-ETHYLCYCLOHEXANOL,128.2161,166,
1942-45-6,4-OCTYNE,110.2008,131.6,
1942-46-7,5-DECYNE,138.255,177,
1948-33-0,2-tert-Butylhydroquinone,166.2219,273,ChemFinder (2005)
1967-25-5,P-BROMOPHENYLUREA,215.0506,260,
1969-43-3,"HEPTANE, 1-ETHOXY-",144.2592,166,
1971-46-6,"1H-INDOLE, 1,2,3-TRIMETHYL-",159.233,283,
1973-22-4,1-Bromo-2-ethylbenzene,185.0649,199.3,
1974-04-5,2-BROMOHEPTANE,179.1016,166,
1975-78-6,Decanenitrile,153.2696,243,
1985-57-5,"BENZENE, (1,1-DIMETHYLBUTYL)-",162.2773,205.5,
1985-59-7,"NAPHTHALENE, 1,2,3,4-TETRAHYDRO-1,1-DIMETHYL-",160.2613,221,
1985-97-3,"BENZENE, (1-ETHYL-1-METHYLPROPYL)-",162.2773,205,
2004-67-3,4-Methyl-pent-4-en-2-ol,100.1619,129,
2004-69-5,"3-PENTEN-1-YNE, (E)-",66.1036,52.2,
2004-70-8,"1,3-PENTADIENE (E)",68.1195,42,
2016-42-4,1-TETRADECANAMINE,213.4099,291.2,
2016-57-1,N-DECYLAMINE,157.3015,220.5,
2021-28-5,ETHYL B-PHENYLPROPIONATE,178.233,247.2,
2027-17-0,2-ISOPROPYLNAPHTHALENE,170.2565,268.2,
2028-63-9,3-Butyn-2-ol,70.0918,106.5,
2029-94-9,"Benzaldehyde, 3,4-diethoxy-",194.2324,279,
2031-67-6,Methyl triethoxy silane,178.3057,142,
2036-41-1,"PYRIMIDINE, 5-METHYL-",94.117,153,
2037-31-2,3-CHLOROBENZENETHIOL,144.6238,206,
2038-03-1,4-Morpholineethanamine,130.1913,205,
2038-57-5,3-PHENYL PROPYLAMINE,135.2107,221,
2039-82-9,4-BROMOSTYRENE,183.049,212,
2039-87-4,O-CHLOROSTYRENE,138.598,188.7,
2039-88-5,2-BROMOSTYRENE,183.049,209.2,
2039-93-2,"BENZENE, (1-METHYLENEPROPYL)-",132.2071,182,
2040-07-5,"ETHANONE, 1-(2,4,5-TRIMETHYLPHENYL)-",162.2336,246.5,
2040-95-1,"CYCLOPENTANE, BUTYL-",126.2438,156.6,
2040-96-2,PROPYLCYCLOPENTANE,112.2167,131,
2042-37-7,2-BROMOBENZONITRILE,182.0206,252,
2043-61-0,CYCLOHEXANECARBOXALDEHYDE,112.1731,159.3,
2045-79-6,2-(2-Methoxyphenyl)ethylamine,151.2101,236.5,
2049-67-4,"2-Pentenedioic acid, diethyl ester",186.2095,237,
2049-73-2,"1,3-Diethoxybenzene",166.2219,235,
2049-80-1,"Propanedioic acid, 2-propenyl-, diethyl ester",200.2366,222.5,
2049-94-7,"BENZENE, (3-METHYLBUTYL)-",148.2502,195,
2049-95-8,"Benzene, (1,1-dimethylpropyl)-",148.2502,192.4,
2050-01-3,"Propanoic acid, 2-methyl-, 3-methylbutyl ester",158.2426,168.5,
2050-03-5,"4-(2,2-Dimethylpropyl)anisole",178.2767,238,
2050-04-6,Pentyloxybenzene,164.2496,200,
2050-07-9,4-Methylphenyl butyl ketone,176.2607,255.5,
2050-08-0,"Benzoic acid, 2-hydroxy-, pentyl ester",208.2595,270,
2050-20-6,DIETHYL PIMELATE,216.2797,254,
2050-23-9,DIETHYL SUBERATE,230.3067,282.6,
2050-24-0,"1,3-DIETHYL-5-METHYLBENZENE",148.2502,205,
2050-46-6,"Benzene, 1,2-diethoxy-",166.2219,219,
2050-47-7,"Benzene, 1,1'-oxybis 4-bromo-",328.005,339,
2050-60-4,DIBUTYL OXALATE,202.2526,241,
2050-61-5,Oxalic acid diisobutyl ester,202.2526,229,
2050-67-1,"3,3'-DICHLOROBIPHENYL",223.1036,320,
2050-68-2,"4,4'-DICHLOROBIPHENYL",223.1036,317,
2050-69-3,"1,2-DICHLORONAPHTHALENE",197.0653,296.5,
2050-73-9,"NAPHTHALENE, 1,7-DICHLORO-",197.0653,285.5,
2050-76-2,"2,4-DICHLORO-1-NAPHTHOL",213.0647,180,
2050-92-2,DIPENTYLAMINE,157.3015,202.5,
2050-95-5,Diisoamylcarbonate,202.2962,234,
2051-00-5,Oxalic acid bis-(3-methyl-butyl) ester,230.3067,267.5,
2051-04-9,"DISULFIDE, BIS(3-METHYLBUTYL)",206.4148,247,
2051-30-1,"2,6-DIMETHYLOCTANE",142.2868,160.4,
2051-31-2,4-DECANOL,158.2862,210.5,
2051-32-3,3-Ethyl-octan-3-ol,158.2862,199,
2051-33-4,2-Isopropyl-5-methyl-hexan-1-ol,158.2862,211,
2051-60-7,2-CHLOROBIPHENYL,188.6585,274,
2051-61-8,3-CHLOROBIPHENYL,188.6585,284.5,
2051-62-9,4-CHLOROBIPHENYL,188.6585,292.9,
2051-78-7,"BUTANOIC ACID, 2-PROPENYL ESTER",128.1725,142,
2051-97-0,"1H-Pyrrole, 1-(phenylmethyl)-",157.217,247,
2051-98-1,"ACENAPHTHYLENE, 5-BROMO-1,2-DIHYDRO-",233.1095,335,
2052-01-9,"Propanoic acid, 2-bromo-2-methyl-",167.0032,199,
2052-06-4,"Benzenamine, 4-bromo-N,N-diethyl-",228.1338,270,
2052-07-5,O-BROMOBIPHENYL,233.1095,297,
2052-14-4,"BENZOIC ACID, 2-HYDROXY-, BUTYL ESTER",194.2324,271,
2052-15-5,"Pentanoic acid, 4-oxo-, butyl ester",172.2261,237.5,
2055-40-5,1-Isopropyl-4-vinylbenzene,146.2342,204.1,
2057-43-4,"Pyridine, 2-(3-pentenyl)-",147.2218,216,
2057-49-0,"Pyridine, 4-(3-phenylpropyl)-",197.2824,322,
2065-23-8,METHYL PHENOXYACETATE,166.1783,245,
2065-70-5,"2,6-DICHLORONAPHTHALENE",197.0653,285,
2075-45-8,4-Bromopyrazole,146.9748,250-260,ALDRICH (2000)
2077-13-6,"Benzene, 1-chloro-2-(1-methylethyl)-",154.641,191.1,
2078-54-8,"PHENOL, 2,6-BIS(1-METHYLETHYL)-",178.2767,256,
2082-59-9,"Pentanoic acid, anhydride",186.2532,227,
2083-91-2,Dimethylamino-trimethyl silane,117.268,86,
2084-19-7,2-PENTANETHIOL,104.2154,112.9,
2090-14-4,"Chrysene, octadecahydro-",246.4398,353,
2094-99-7,1-(1-ISOCYANATO-1-METHYLETHYL)-3-(1-METHYLETHE*),201.2706,269.5,
2095-06-9,Diglycidylaniline,205.2589,204,ALDRICH (2000)
2100-17-6,4-Pentenal,84.1189,99,
2105-61-5,"1,2,4-Trifluoro-5-nitrobenzene",177.0835,194.5,
2108-92-1,"CYCLOHEXANE, 1,1-DICHLORO-",153.0526,171,
2110-78-3,"Propanoic acid, 2-hydroxy-2-methyl-, methyl este",118.1337,137,
2111-75-3,Perillaldehyde,150.2225,240,
2113-47-5,2-PHENYLACETANILIDE,211.2658,355,
2113-57-7,3-BROMOBIPHENYL,233.1095,300,
2114-00-3,"1-Propanone, 2-bromo-1-phenyl-",213.0755,247.5,
2114-42-3,"CYCLOHEXANE, 2-PROPENYL-",124.2279,132,
2116-62-3,"Pyridine, 2-(2-phenylethyl)-",183.2553,289,
2116-65-6,4-BENZYLPYRIDINE,169.2282,288,
2117-36-4,"Germane, tributylchloro-",279.392,270,ALDRICH (2000)
2128-93-0,"Methanone, (1,1'-biphenyl)-4-ylphenyl-",258.3228,419-420,ALDRICH (2000)
2131-18-2,1-PHENYLPENTADECANE,288.5211,373,
2131-55-7,"BENZENE, 1-CHLORO-4-ISOTHIOCYANATO-",169.6336,249.5,
2131-59-1,"BENZENE, 1-BROMO-3-ISOTHIOCYANATO-",214.0846,256,
2136-81-4,1-Chloro-3-(trichloromethyl)benzene,229.9219,255,
2136-89-2,2-CHLOROBENZOTRICHLORIDE,229.9219,264.3,
2136-95-0,Dichloromethylpentachlorobenzene,333.257,334,
2138-43-4,4-ISOPROPYLCATECHOL,152.1948,271,
2141-62-0,"Propanenitrile, 3-ethoxy-",99.1336,171,
2142-73-6,"Ethanone, 1-(2,5-dimethylphenyl)-",148.2065,232.5,
2146-37-4,"CYCLOPENTANE, ETHYLIDENE-",96.1737,115,
2146-38-5,"CYCLOPENTENE, 1-ETHYL-",96.1737,106.3,
2150-38-1,"BENZOIC ACID, 3,4-DIMETHOXY-, METHYL ESTER",196.2047,283,
2155-30-8,"Lactic acid, methyl ester, (.+-.)-",104.1066,144.8,
2162-92-7,"1,2-DICHLOROHEXANE",155.0685,173,
2162-99-4,"Octane, 1,8-dichloro-",183.1227,241,
2163-00-0,"Hexane, 1,6-dichloro-",155.0685,204,
