CAS,Name,Mol Wt,Melt Pt (deg C),Reference
606-17-7,IODIPAMIDE,1139.7708,307 dec,
606-19-9,"1,3-Benzenedicarboxylic acid, 2-hydroxy- (9CI)",182.134,244.5,"Lide, DR ET AL (1994)"
606-20-2,"2,6-DINITROTOLUENE",182.1369,66,
606-21-3,"Benzene, 2-chloro-1,3-dinitro-",202.5548,88,
606-22-4,"2,6-DINITROANILINE",183.1245,141.5,
606-23-5,"1,3-INDANDIONE",146.147,131.5 dec,
606-26-8,"BENZOYLHYDRAZINE, O-NITRO",181.1521,124,
606-27-9,"BENZOIC ACID, 2-NITRO-, METHYL ESTER",181.1493,-13,
606-28-0,"BENZOIC ACID, 2-BENZOYL-, METHYL ESTER",240.2611,52,
606-35-9,"2,4,6-TRINITROANISOLE",243.1338,69,
606-37-1,"NAPHTHALENE, 1,3-DINITRO-",218.1703,148,
606-43-9,1-METHYL-2(H)-QUINOLINONE,159.1893,74,
606-46-2,"Benzenamine, N,N-diethyl-2-methyl-",163.2648,-60,
606-58-6,Toyocamycin,291.2685,243,
606-81-5,"2,4'-DINITRO-BIPHENYL",244.2086,93.5,
606-86-0,"Propiophenone, 3,3-diphenyl-",286.377,96,"LIDE, DR ET AL. (1994)"
607-00-1,"Formamide, N,N-diphenyl-",197.2387,73.5,
607-31-8,"QUINOLINE, 4-METHOXY-",159.1893,41,
607-32-9,5-Nitro isoquinoline,174.1604,110,
607-34-1,5-NITROQUINOLINE,174.1604,74,
607-35-2,8-NITROQUINOLINE,174.1604,90,
607-52-3,"NAPHTHALENE, 1,1'-OXYBIS-",270.334,110,
607-56-7,"Urea, N,N'-di-1-naphthalenyl-",312.3745,296,
607-57-8,2-NITROFLUORENE,211.2222,157,
607-67-0,4-Hydroxy-2-methylquinoline,159.1893,234.0,
607-80-7,Sesamin,354.3629,124,
607-90-9,"BENZOIC ACID, 2-HYDROXY-, PROPYL ESTER",180.2053,97,
607-91-0,MYRISTICIN,192.2165,<-20,CRC Handbook
607-99-8,"2,4,6-TRIBROMOANISOLE",344.8293,88,
608-07-1,"1H-INDOLE-3-ETHANAMINE, 5-METHOXY-",190.247,121.5,
608-08-2,"INDOLE-3-OL,ACETATE ESTER",175.1887,129,
608-21-9,"1,2,3-TRIBROMOBENZENE",314.8028,87.5,
608-25-3,"1,3-Benzenediol, 2-methyl-",124.1406,120,
608-26-4,5-METHYL-2-CHLOROPHENOL,142.5862,56,
608-27-5,"2,3-DICHLOROANILINE",162.0195,24,
608-28-6,"Benzene, 2-iodo-1,3-dimethyl-",232.0653,11.2,
608-29-7,"BENZENE, 1,2,3-TRIIODO-",455.804,116,
608-30-0,"2,6-Dibromoaniline",250.9214,87.5,
608-31-1,"2,6-DICHLOROANILINE",162.0195,39,
608-32-2,"1,2,3-TRIAMINOBENZENE",123.1587,103,
608-33-3,"2,6-DIBROMOPHENOL",251.9062,56.5,
608-43-5,"1,4-BENZENEDIOL, 2,3-DIMETHYL-",138.1677,224,
608-50-4,"BENZENE, 1,3,5-TRIMETHYL-2,4-DINITRO-",210.1911,85.3,
608-66-2,GALACTITOL,182.1749,189.5,
608-68-4,L-DIMETHYL TARTRATE,178.143,58 dec,
608-71-9,PENTABROMOPHENOL,488.5943,229.5,
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE",290.8327,112.5,
608-89-9,"Butanedioic acid, 2,3-dihydroxy-  R-(R*,R*) -, m",178.143,90,
608-90-2,PENTABROMOBENZENE,472.5949,160.5,
608-93-5,PENTACHLOROBENZENE,250.3399,86,
608-96-8,PENTAIODOBENZENE,707.5969,172,
609-09-6,"Propanedioic acid, oxo-, diethyl ester",174.1548,-30,
609-11-0,"Butanoic acid, 2,3-dibromo-, ethyl ester",273.9534,58.5,
609-19-8,"3,4,5-TRICHLOROPHENOL",197.4492,101,
609-22-3,"Phenol, 2,4-dibromo-6-methyl-",265.9333,58,
609-23-4,"2,4,6-TRIIODOPHENOL",471.8034,159.8,
609-26-7,2-METHYL-3-ETHYLPENTANE,114.2327,-114.9,
609-31-4,2-NITRO-1-BUTANOL,119.1212,-47,
609-36-9,DL-Proline,115.133,205,
609-39-2,2-NITROFURAN,113.0734,30,
609-40-5,2-NITROTHIOPHENE,129.138,46.5,
609-46-1,2-Hydroxybenzenesulfonic acid,174.1763,145 dec,
609-65-4,"Benzoyl chloride, 2-chloro-",175.0153,-4,
609-66-5,2-CHLOROBENZAMIDE,155.585,143,
609-72-3,"N,N-DIMETHYL-O-TOLUIDINE",135.2107,-60,
609-73-4,"Benzene, 1-iodo-2-nitro-",249.0087,54,
609-89-2,"2,4-DICHLORO-6-NITROPHENOL",208.0017,122,
609-93-8,"2,6-DINITRO-P-CRESOL",198.1363,78,
609-99-4,"BENZOIC ACID, 2-HYDROXY-3,5-DINITRO-",228.1191,170,
610-02-6,"2,3,4-TRIHYDROXYBENZOIC ACID",170.1229,221,
610-15-1,2-NITROBENZAMIDE,166.1375,176.6,
610-16-2,"Benzoic acid, 2-(dimethylamino)-",165.1935,72,
610-17-3,"Benzenamine, N,N-dimethyl-2-nitro-",166.1811,-20,
610-25-3,"BENZENE, 1-METHYL-2,4,5-TRINITRO-",227.1344,104,
610-30-0,"2,4-DINITROBENZOIC ACID",212.1197,182,
610-34-4,Ethyl 2-nitrobenzoate,195.1764,30,
610-39-9,"1,2-DINO2 4-METHYL BENZENE",182.1369,58.3,
610-48-0,1-METHYLANTHRACENE,192.2629,85.5,
610-49-1,1-ANTHRACENAMINE,193.2505,116,
610-66-2,"Benzeneacetonitrile, 2-nitro-",162.1492,84,
610-67-3,"Benzene, 1-ethoxy-2-nitro-",167.1658,2.2,
610-69-5,O-NITROPHENYL ACETATE,181.1493,40.5,
610-71-9,"2,5-DIBROMOBENZOIC ACID",279.9167,157,
610-72-0,"Benzoic acid, 2,5-dimethyl-",150.1789,132,
610-90-2,"Benzoic acid, 2,4,5-trihydroxy-",170.1229,217-218 de,"Lide, DR ET AL (1994)"
610-91-3,"1,3,4-Trimethyl-6-nitrobenzene",165.1935,71,
610-93-5,"1(3H)-ISOBENZOFURANONE, 6-NITRO-",179.1334,145.0,
611-00-7,"2,4-DIBROMOBENZOIC ACID",279.9167,174,
611-01-8,"Benzoic acid, 2,4-dimethyl-",150.1789,90,
611-03-0,"BENZOIC ACID, 2,4-DIAMINO-",152.154,140,
611-06-3,"2,4-DICHLORONITROBENZENE",192.0023,34,CRC Handbook
611-07-4,5-CHLORO-2-NITROPHENOL,173.5567,41,
611-08-5,5-Nitrouracil,157.0862,>300,Aldrich (1998)
611-09-6,"1H-INDOLE-2,3-DIONE, 5-NITRO-",192.1321,251 dec,
611-14-3,1-ETHYL-2-METHYLBENZENE,120.196,-80.8,
611-15-4,O-METHYLSTYRENE,118.1801,-68.5,
611-19-8,"Benzene, 1-chloro-2-(chloromethyl)-",161.0319,-17,
611-20-1,O-CYANOPHENOL,119.124,98,
611-32-5,8-METHYLQUINOLINE,143.1899,-80,
611-33-6,8-CHLOROQUINOLINE,163.6079,-20,
611-34-7,5-AMINOQUINOLINE,144.1775,110,
611-35-8,4-Chloroquinoline,163.6079,34.5,
611-36-9,4-Hydroxyquinoline,145.1622,201.0,
611-45-0,"NAPHTHALENE, 1-(PHENYLMETHYL)-",218.3011,59.5,
611-64-3,"Acridine, 9-methyl-",193.2505,117-119,ALDRICH (2000)
611-70-1,"1-PROPANONE, 2-METHYL-1-PHENYL-",148.2065,-1.3,
611-71-2,"BENZENEACETIC ACID, .alpha.-HYDROXY-, (R)-",152.1512,119.0,
611-72-3,dl-Mandelic acid,152.1512,122.0,
611-73-4,BENZOYLFORMIC ACID,150.1352,66,
611-74-5,"N,N-DIMETHYLBENZAMIDE",149.1941,43-45,
611-79-0,"3,3'-Diaminodiphenyl ketone",212.2534,173.5,
611-92-7,"Urea, N,N'-dimethyl-N,N'-diphenyl-",240.3076,122,
611-94-9,"METHANONE, (4-METHOXYPHENYL)PHENYL-",212.2505,61.5,
611-95-0,"BENZOIC ACID, 4-BENZOYL-",226.234,199,
611-97-2,"Methanone, bis(4-methylphenyl)-",210.2782,96.5,
611-99-4,"4,4'-Dihydroxydiphenyl ketone",214.2228,210,
612-00-0,"1,1-DIPHENYLETHANE",182.2677,-17.9,
612-12-4,"Benzene, 1,2-bis(chloromethyl)-",175.059,55,
612-13-5,2-Cyanobenzyl chloride,151.5967,61,
612-15-7,"Benzene, 1-ethenyl-2-methoxy-",134.1795,29,
612-17-9,"Naphthalene, 1,4-dihydro-",130.1912,25,
612-22-6,2-ETHYLNITROBENZENE,151.1664,-12.3,
612-23-7,2-NITRO-BENZYLCHLORID,171.5844,51,
612-24-8,1-NITRO-2-CYANOBENZENE,148.1221,108,
612-25-9,2-NITROBENZYL ALCOHOL,153.1387,74,
612-28-2,N-METHYL-O-NITROANILINE,152.154,38,
612-35-1,2-(PHENYLMETHYL)BENZOIC ACID,212.2505,118,
612-37-3,7-METHYL URIC ACID,182.1397,375 dec,
612-41-9,"Cinnamic acid, o-nitro- (6CI,7CI,8CI)",193.1604,243-245,ALDRICH (2000)
612-57-7,6-CHLOROQUINOLINE,163.6079,43.8,
612-58-8,3-METHYLQUINOLINE,143.1899,16.5,
612-60-2,7-METHYLQUINOLINE,143.1899,39,
612-62-4,2-CHLOROQUINOLINE,163.6079,38,
612-71-5,"5'-PHENYL-1,1':3',1""-TERPHENYL",306.4111,176,
612-75-9,"3,3'-DIMETHYLBIPHENYL",182.2677,9,
612-76-0,"3,3'-DIHYDROXYDIPHENYL",186.2123,124.8,
612-78-2,"2,2'-BINAPHTHALENE",254.3346,188.3,
612-94-2,"NAPHTHALENE, 2-PHENYL-",204.274,103.5,
612-95-3,6-Phenylquinoline,205.2616,110,
612-96-4,2-PHENYLQUINOLINE,205.2616,86,
613-03-6,"1,2,4-Benzenetriol, triacetate",252.2258,99,
613-12-7,2-METHYLANTHRACENE,192.2629,209,
613-13-8,2-AMINOANTHRACENE,193.2505,238.8,
613-29-6,"Benzenamine, N,N-dibutyl-",205.3461,-32.2,
613-31-0,"9,10-DIHYDROANTHRACENE",180.2517,111,
613-33-2,P-TOLYLTOLUENE,182.2677,125,
613-37-6,4-METHOXYBIPHENYL,184.24,90,
613-39-8,"1,4-Diphenylpiperazine",238.3353,165,
613-42-3,4-BENZYLBIPHENYL,244.3394,85,
613-45-6,"2,4-DIMETHOXYBENZALDEHYD",166.1782,72,
613-46-7,2-Naphthalenecarbonitrile,153.1851,66,
613-50-3,6-NITROQUINOLINE,174.1604,153.5,
613-51-4,7-NITROQUINOLINE,174.1604,132.5,
613-53-6,"Quinoline, 2-(tribromomethyl)-",379.878,128,"LIDE, DR ET AL. (1994)"
613-59-2,"NAPHTHALENE, 2-(PHENYLMETHYL)-",218.3011,58,
613-69-4,"Benzaldehyde, 2-ethoxy-",150.1789,21,
613-70-7,O-METHOXYPHENYL ACETATE,166.1783,31.5,
613-75-2,"Methanediol, 2-furanyl-, diacetate",198.1771,53.3,
613-77-4,"2,7-Dichloroquinoline",198.0529,120,
613-78-5,"BENZOIC ACID, 2-HYDROXY-, 2-NAPHTHALENYL ESTER",264.2834,95.5,
613-80-9,Bis(2-naphthyl)ether,270.334,105,
613-84-3,"Benzaldehyde, 2-hydroxy-5-methyl-",136.1518,56,
613-89-8,Phenacylamine,135.167,20,
613-90-1,"Benzeneacetonitrile, .alpha.-oxo-",131.1352,32.5,
613-91-2,"Ethanone, 1-phenyl-, oxime",135.167,60,
613-93-4,N-METHYLBENZAMIDE,135.167,82,
613-94-5,BENZOYL HYDRAZINE,136.1546,115,
614-00-6,N-METHYL-N-NITROSOBENZENEAMINE,136.1546,14.7,
614-16-4,"Benzenepropanenitrile, .beta.-oxo-",145.1622,80.5,
614-18-6,"NICOTINIC ACID, ETHYL ESTER",151.1664,8.5,
614-19-7,3-AMINO-3-PHENYLPROPANOIC ACID,165.1935,222 dec,
614-28-8,N-Benzoylbenzamide,225.2493,152.0,
614-29-9,"Benzeneethanol, .alpha.-phenyl-",198.2671,67,
614-33-5,"1,2,3-Propanetriol, tribenzoate",404.4234,76,
614-34-6,"Benzoic acid, 4-methylphenyl ester",212.2505,71.5,
614-39-1,"Benzamide, 4-amino-N-[2-(diethylamino)ethyl]-, m",271.7928,167,
614-45-9,BENZOYL T-BUTYL PEROXIDE,194.2324,8,
614-47-1,Phenyl (2-phenyl)vinyl ether,208.2623,59,
614-48-2,"Chalcone, 3-nitro-",253.2598,145.5,"LIDE, DR ET AL. (1994)"
614-60-8,"2-Propenoic acid, 3-(2-hydroxyphenyl)-, (2E)-",164.1623,217 dec,"LIDE, DR ET AL. (1994)"
614-75-5,O-HYDROXYPHENYLACETIC ACID,152.1512,148,
614-78-8,"Thiourea, (2-methylphenyl)-",166.2463,162,
614-80-2,O-HYDROXYACETANILIDE,151.1664,208,
614-96-0,5-METHYLINDOLE,131.1788,60,
614-97-1,"1H-Benzimidazole, 5-methyl-",132.1664,114-117,ALDRICH (2000)
614-99-3,"FUROIC ACID, ETHYL ESTER",140.14,34.5,
615-05-4,"2,4 DIAMINOANISOLE",138.1706,67.5,
615-11-2,Furan-2-carboxylic acid furan-2-ylmethyl ester,192.1729,27.5,
615-13-4,"2H-Inden-2-one, 1,3-dihydro-",132.1635,59,
615-15-6,2-METHYLBENAIMIDAZOLE,132.1664,176-177,
615-16-7,O-PHENYLENE UREA,134.1387,> 300,
615-18-9,"Benzoxazole, 2-chloro-",153.569,7,
615-20-3,"Benzothiazole, 2-chloro-",169.6336,24,
615-22-5,2-METHYLTHIOBENZOTHIAZOLE,181.2797,44,
615-28-1,"1,2-Benzenediamine dihydrochloride",108.1441,258 dec,ALDRICH (2000)
615-36-1,O-BROMOANILINE,172.0254,32,
615-41-8,2-CHLOROIODOBENZENE,238.4562,0.7,
615-42-9,"1,2-DIIODOBENZENE",329.9076,27,
615-43-0,2-IODOANILINE,219.0258,56.5,
615-54-3,"1,2,4-TRIBROMOBENZENE",314.8028,44.5,
615-57-6,"2,4-DIBROMOANILINE",250.9214,79.5,
615-58-7,"2,4-DIBROMOPHENOL",251.9062,38,
615-59-8,"Benzene, 1,4-dibromo-2-methyl-",249.9339,5.6,
615-60-1,"3,4-DIMETHYLCHLOROBENZENE",140.6139,-6,
615-62-3,"Phenol, 3-chloro-4-methyl-",142.5862,55.5,
615-65-6,"Benzenamine, 2-chloro-4-methyl-",141.6015,7,
615-67-8,CHLOROHYDROQUINONE,144.5586,108,
615-71-4,"1,2,4-BENZENETRIAMINE",123.1587,97.3,
615-74-7,"PHENOL, 2-CHLORO-5-METHYL-",142.5862,45.5,
615-76-9,2-Thio-6-azathymine,143.1679,218.5,"LIDE, DR ET AL. (1994)"
615-77-0,1-METHYLURACIL,126.1158,237,
615-79-2,"2,4-Dioxo-pentanoic acid ethyl ester",158.1554,18,
615-84-9,"N,N'-Diethyl-oxalamide",144.1747,175,
615-85-0,Dithiooxalic acid di-O-ethyl ester,178.2734,27,
615-89-4,"4,6-DIMETHYLRESORCINOL",138.1677,126.5,
615-98-5,Oxalic acid dipropyl ester,174.1984,-44.3,
616-02-4,"2,5-Furandione, 3-methyl-",112.0858,7.5,
616-05-7,a-Bromo-n-caproic Acid,195.0574,< 25,
616-06-8,DL-Norleucine,131.176,327 dec,
616-12-6,trans-3-Methyl-2-pentene,84.1625,-138.5,
616-20-6,3-CHLOROPENTANE,106.5964,-105,
616-31-9,3-PENTANETHIOL,104.2154,-110.8,
616-38-6,"Carbonic acid, dimethyl ester",90.0795,3,
616-39-7,"Ethanamine, N-ethyl-N-methyl-",87.1661,-196,
616-43-3,3-Methylpyrrole,81.1182,-48.4,
616-44-4,3-METHYLTHIOPHENE,98.1676,-69,
616-45-5,PYRROLIDONE,85.1065,23,
616-47-7,"1H-IMIDAZOLE, 1-METHYL-",82.1058,-6,
616-55-7,"Phenol, 2,4-bis(1,1-dimethylethyl)-6-methyl-",220.3579,51,
616-68-2,TRIMECAIN,248.3713,44        ,
616-75-1,2-Benzylmalonate,194.1888,120-122,Aldrich (1998)
616-82-0,4-HYDROXY-3-NITROBENZOIC ACID,183.1216,229-231,
616-91-1,"L-Cysteine, N-acetyl-",163.1964,109.5,
617-05-0,"BENZOIC ACID, 4-HYDROXY-3-METHOXY-, ETHYL ESTER",196.2047,44,
617-09-4,Bis(2-methylphenyl)carbonate,242.277,60,
617-19-6,"2,6-Diamino-2'-butyloxy-3,5'-azopyridine",286.3392,129,
617-31-2,"PENTANOIC ACID, 2-HYDROXY-",118.1337,34,
617-35-6,"Propanoic acid, 2-oxo-, ethyl ester",116.1177,-50,
617-45-8,DL-Aspartic acid,133.1047,275,
617-52-7,"BUTANEDIOIC ACID, METHYLENE-, DIMETHYL ESTER",158.1554,38,
617-57-2,Lactic Acid Lactate,162.1436,< 25,
617-65-2,GLUTAMIC ACID (DL),147.1318,199 dec,
617-73-2,2-Hydroxy-octanoic acid,160.2149,70,
617-78-7,3-ETHYLPENTANE,100.2056,-118.6,
617-83-4,DIETHYLCYANAMIDE,98.1489,-80.6,
617-85-6,Triethylstibine,208.9365,-98,
617-94-7,2-PHENYL ISOPROPANOL,136.1954,36,
618-32-6,BENZOYL BROMIDE,185.0213,-24,
618-34-8,"BENZENE, (1-CHLOROETHENYL)-",138.598,-23,
618-36-0,"Benzenemethanamine, .alpha.-methyl-, (.+-.)-",121.1836,32,
618-41-7,BENZENESULFINIC ACID,142.1775,84,
618-42-8,"Piperidine, 1-acetyl-",127.1878,-13.4,
618-45-1,M-ISOPROPYLPHENOL,136.1954,26,
618-47-3,3-METHYLBENZAMIDE,135.167,94-96,
618-51-9,3-IODOBENZOIC ACID,248.0211,188.3,
618-62-2,"BENZENE, 1,3-DICHLORO-5-NITRO-",192.0023,65.4,
618-65-5,Helicin,284.2683,175,
618-68-8,"Benzenepropanoic acid, .alpha.-(phenylmethyl)-",240.3047,90,
618-71-3,"3,5-Dinitrobenzoic acid ethyl ester",240.1739,94,
618-76-8,"Benzoic acid, 4-hydroxy-3,5-diiodo-",389.9169,237,
618-80-4,"2,6-DICHLORO-4-NITROPHENOL",208.0017,127 EXP,
618-83-7,5-Hydroxyisophthalic acid,182.134,293.0,
618-85-9,"3,5-Dinitrotoluene",182.1369,93,CRC Handbook
618-87-1,"3,5-DINITROANILINE",183.1245,163,
618-89-3,METHYL 3-BROMOBENZOATE,215.0478,32,
618-91-7,"Benzoic acid, 3-iodo-, methyl ester",262.0482,54.5,
618-95-1,"BENZOIC ACID, 3-NITRO-, METHYL ESTER",181.1493,78,
618-98-4,ETHYL-M-NITROBENZOATE,195.1764,47,
619-02-3,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, (2",152.2384,-11,
619-04-5,"3,4-Dimethylbenzoic acid",150.1789,165.0,
619-14-7,3-HYDROXY-4-NITROBENZOIC ACID,183.1216,229-231,
619-15-8,"2,5-DINITROTOLUENE",182.1369,52.5,
619-17-0,2-AMINO-4-NITROBENZOIC ACID,182.1369,257 dec,
619-21-6,3-FORMYLBENZOIC ACID,150.1352,173-175,
619-23-8,"Benzene, 1-(chloromethyl)-3-nitro-",171.5844,46,
619-24-9,3-CYANO-1-NITROBENZENE,148.1221,116,
619-25-0,M-NITROBENZYL ALCOHOL,153.1387,30.5,
619-31-8,"BENZENAMINE, N,N-DIMETHYL-3-NITRO-",166.1811,60.5,
619-39-6,"Decanoic acid, 2-octyl-",284.4864,38.5,
619-41-0,4-Methylphenyl bromomethyl ketone,213.0755,51,
619-42-1,"BENZOIC ACID, 4-BROMO-, METHYL ESTER",215.0478,81,
619-44-3,"Benzoic acid, 4-iodo-, methyl ester",262.0482,114.8,
619-45-4,METHYL P-AMINOBENZOATE,151.1664,110-111,
619-50-1,METHYL P-NITROBENZOATE,181.1493,95,
619-55-6,4-METHYLBENZAMIDE,135.167,161-163,
619-56-7,4-CHLOROBENZAMIDE,155.585,174,
619-57-8,P-HYDROXYBENZAMIDE,137.1393,161-162,
619-58-9,4-IODOBENZOIC ACID,248.0211,270,
619-60-3,4-Dimethylaminophenol,137.183,77,
619-64-7,4-ETHYLBENZOIC ACID,150.1789,112-113,
619-65-8,P-CYANOBENZOIC ACID,147.1345,221 dec,
619-66-9,4-FORMYLBENZOIC ACID,150.1352,247,
619-72-7,1-NITRO-4-CYANOBENZENE,148.1221,146-149,
619-73-8,P-NITROBENZYL ALCOHOL,153.1387,96.5,
619-80-7,4-NITROBENZAMIDE,166.1375,199-201,
619-82-9,"trans-Cyclohexane-1,4-dicarboxylic acid",172.1824,312.5,
619-84-1,4-DIMETHYLAMINO BENZOIC ACID,165.1935,242.5,
619-86-3,P-ETHOXYBENZOIC ACID,166.1783,197-199,
619-89-6,"2-Propenoic acid, 3-(4-nitrophenyl)-",193.1604,289 dec,ALDRICH (2000)
620-05-3,BENZYL IODIDE,218.0382,24.5,
620-12-2,GLYCEROL-BETA-NITRATE,137.0929,54,
620-14-4,M-ETHYLTOLUENE,120.196,-95.5,
620-16-6,"BENZENE, 1-CHLORO-3-ETHYL-",140.6139,-55,
620-17-7,M-ETHYLPHENOL,122.1683,-4,
620-22-4,"Benzonitrile, 3-methyl-",117.1517,-23,
620-23-5,"Benzaldehyde, 3-methyl-",120.1524,< 25,
620-24-6,M-HYDROXYBENZYL ALCOHOL,124.1406,73,
620-32-6,Dibenzylsulfone,246.3305,152,
620-40-6,"Benzenemethanamine, N,N-bis(phenylmethyl)-",287.4082,91.5,
620-71-3,PROPIONANILIDE,149.1941,105.5,
620-73-5,"Acetic acid, chloro-, phenyl ester",170.5968,44.5,
620-80-4,"ETHYLACETOACETATE, BENZAL",218.2547,60.5,
620-81-5,"Ethanediamide, N,N'-diphenyl-",240.2639,254,
620-82-6,Oxalic acid dicyclohexyl ester,254.329,43.5,
620-83-7,"BENZENE, 1-METHYL-4-(PHENYLMETHYL)-",182.2677,-30,
620-85-9,4-ETHYL-DIPHENYLMETHANE,196.2948,-24,
620-88-2,4-NITRO DIPHENYL ETHER,215.2104,61,
620-92-8,"4,4'-DIHYDROXYDIPHENYLMETHANE",200.2394,162.5,
620-93-9,"Benzenamine, 4-methyl-N-(4-methylphenyl)-",197.2824,79.8,
620-94-0,Di(4-methylphenyl)sulfide,214.3317,57.3,
620-95-1,3-BENZYLPYRIDINE,169.2282,34,
620-99-5,Phenacaine Hydrochloride,298.3882,191,
621-01-2,"1,3-Di-p-tolyl-2-thiourea",256.3722,183,
621-08-9,"Benzene, 1,1'- sulfinylbis(methylene) bis-",230.3311,134,
621-14-7,"Butanedioic acid, diphenyl ester",270.2876,121,
621-15-8,CAPRYLANILIDE,191.2754,95,
621-23-8,"Benzene, 1,3,5-trimethoxy-",168.1942,54.5,
621-27-2,3-Propylphenol,136.1954,26,
621-31-8,3-(ETHYLAMINO)-PHENOL,137.183,62,
621-36-3,M-METHYLPHENYLACETIC ACID,150.1789,62,
621-37-4,M-HYDROXYPHENYLACETIC ACID,152.1512,132,
621-42-1,M-HYDROXYACETANILIDE,151.1664,147,
621-50-1,3-Nitrophenylacetonitrile,162.1492,63,
621-51-2,3-Ethoxybenzoic acid,166.1782,137,
621-52-3,3-Ethoxynitrobenzene,167.1658,36,
621-59-0,ISOVANILLIN,152.1512,114,
621-70-5,TRICAPROIN,386.5334,-60,
621-72-7,2-Benzyl benzimidazole,208.2651,187,
621-79-4,CINNAMAMIDE,147.1782,149,
621-82-9,CINNAMIC ACID,148.1629,133       ,
621-84-1,O-BENZYL CARBAMATE,151.1664,88,
621-88-5,PHENOXYACETAMIDE,151.1664,102,
621-95-4,"Benzenamine, 4,4'-(1,2-ethanediyl)bis-",212.297,137,
622-04-8,"2-Propanol, 1,3-diphenoxy-",244.293,81.5,
622-08-2,ETHYLENE GLYCOL MONOBENZYL ETHER,138.1677,<-75,
622-15-1,"Methanimidamide, N,N'-diphenyl-",196.254,142,
622-16-2,"Benzenamine, N,N'-methanetetraylbis-",194.238,169,
622-26-4,4-Piperidineethanol,129.2037,132.5,
622-31-1,"BENZALDOXIME,SYN",121.1399,35,
622-32-2,"BENZALDEHYDE, OXIME, (Z)-",121.1399,36.5,
622-37-7,Phenylazide,119.1269,-27.5,
622-39-9,"Pyridine, 2-propyl-",121.1836,2,
622-40-2,4-Morpholineethanol,131.176,-1.6,
622-45-7,CYCLOHEXYL ACETATE,142.1996,-65,
622-46-8,O-PHENYL CARBAMATE,137.1393,150,
622-47-9,P-METHYLPHENYLACETIC ACID,150.1789,93,
622-59-3,4-METHYLPHENYLISOTHIOCYANATE,149.2157,25-26,
622-61-7,"Benzene, 1-chloro-4-ethoxy-",156.6133,21,
622-62-8,P-ETHOXYPHENOL,138.1677,66.5,
622-85-5,PHENYLPROPYL ETHER,136.1954,-27,
622-86-6,"Benzene, (2-chloroethoxy)-",156.6133,28,
622-91-3,Metoquinone,123.1559,135,
622-96-8,P-ETHYLTOLUENE,120.196,-62.3,
622-97-9,P-METHYLSTYRENE,118.1801,-34.1,
622-98-0,"BENZENE, 1-CHLORO-4-ETHYL-",140.6139,-62.6,
623-00-7,4-BROMOBENZONITRILE,182.0206,114,
623-03-0,"BENZONITRILE, 4-CHLORO-",137.5696,95,
623-05-2,P-HYDROXYBENZYL ALCOHOL,124.1406,124.5,
623-09-6,"N-METHYL-1,4-BENZENEDIAMINE",122.1712,36,
623-10-9,"Benzenamine, N-hydroxy-4-methyl-",123.1559,96,
623-12-1,4-CHLOROANISOLE,142.5862,<-18,
623-15-4,"3-BUTEN-2-ONE, 4-(2-FURANYL)-",136.1518,39.5,
623-24-5,"Benzene, 1,4-bis(bromomethyl)-",263.961,144.5,
623-25-6,"Benzene, 1,4-bis(chloromethyl)-",175.059,100,
623-26-7,"1,4-BENZENEDICARBONITRILE",128.1345,224,
623-27-8,"1,4-Benzenedicarboxaldehyde",134.1358,117,
623-30-3,"2-PROPENAL, 3-(2-FURANYL)-",122.1247,54,
623-42-7,METHYLBUTYRATE,102.1343,-85.8,
623-43-8,"2-Butenoic acid, methyl ester, (E)-",100.1183,-42,
623-48-3,ETHYL IODOACETATE,214.0036,< 25,
623-59-6,"ACETAMIDE, N- (METHYLAMINO)CARBONYL -",116.1206,180.5,
623-65-4,"Hexadecanoic acid, anhydride",494.8491,64,
623-66-5,"Octanoic acid, anhydride",270.4157,-1,
623-73-4,Diazoacetic Ester,114.1046,-22,
623-76-7,"UREA, N,N'-DIETHYL-",116.1642,112.5,
623-87-0,"1,2,3-PROPANETRIOL, 1,3-DINITRATE",182.0905,26,
623-91-6,"2-Butenedioic acid (E)-, diethyl ester",172.1824,1.5,
623-95-0,"N,N'-Dipropylurea",144.2184,105,
623-96-1,"Carbonic acid, dipropyl ester",146.1878,< 25,
623-97-2,"Ethanol, 2-chloro-, carbonate (2:1)",187.0237,8,
624-03-3,"HEXADECANOIC ACID, 1,2-ETHANEDIYL ESTER",538.9027,72,
624-04-4,"Dodecanoic acid, 1,2-ethanediyl ester",426.686,56.6,
624-08-8,9-HEPTADECANOL,256.4759,61,
624-09-9,"HEPTANOIC ACID, HEPTYL ESTER",228.3781,-33,
624-13-5,"Octanoic acid, propyl ester",186.2968,-46.2,
624-16-8,4-DECANONE,156.2703,-9,
624-17-9,DIETHYL AZELATE,244.3338,-18.5,
624-18-0,"1,4-Diaminobenzene dihydrochloride",108.1441,275,NIOSH ICSC 0386 online
624-29-3,"1,4-DIMETHYLCYCLOHEXANE (CIS)",112.2167,-87.4,
624-31-7,"Benzene, 1-iodo-4-methyl-",218.0382,36.5,
624-38-4,"1,4-DIIODOBENZENE",329.9076,131.5,
624-43-1,"Glycerol, 1-nitrate",137.0929,61,
624-48-6,METHYL MALEATE,144.1283,-19,
624-49-7,"2-BUTENEDIOIC ACID (E)-, DIMETHYL ESTER",144.1283,103.5,
